time,gesture,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56
0.667,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7618296146392822,0.29215434193611145,0.7911713123321533,0.23417702317237854,0.8125255703926086,0.23503822088241577,0.8253733515739441,0.23638220131397247,0.7288907170295715,0.23363560438156128,0.7118608951568604,0.23524928092956543,0.694111168384552,0.23838065564632416,0.8536195755004883,0.26303723454475403,0.6728364825248718,0.26645731925964355,0.7923129796981812,0.3609808385372162,0.7198938131332397,0.3626081645488739,0.9642279744148254,0.5981417298316956,0.5794970989227295,0.607936441898346,1.0067825317382812,0.9657787084579468,0.5777028799057007,0.9255041480064392
0.734,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7507728934288025,0.26671159267425537,0.7778903245925903,0.20847751200199127,0.7993873357772827,0.2092789262533188,0.8151562809944153,0.21121147274971008,0.7199747562408447,0.2103089988231659,0.7040449380874634,0.21249960362911224,0.6863887906074524,0.21685585379600525,0.8415437936782837,0.23797966539859772,0.6666293144226074,0.2465616911649704,0.7846571207046509,0.33670422434806824,0.7191939949989319,0.33909037709236145,0.9584444761276245,0.5694745182991028,0.5767801403999329,0.5984941124916077,1.0005929470062256,0.9373176693916321,0.5742362141609192,0.9221452474594116
0.796,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7371848821640015,0.2496187686920166,0.7634047269821167,0.19308216869831085,0.7856626510620117,0.19526013731956482,0.802798867225647,0.19839085638523102,0.7096627950668335,0.19245877861976624,0.6933178305625916,0.1938501000404358,0.6759241223335266,0.19754767417907715,0.829212486743927,0.22440122067928314,0.6559271216392517,0.22980442643165588,0.7716309428215027,0.3210428059101105,0.7124220132827759,0.3201310336589813,0.9560572504997253,0.5507515668869019,0.5725055932998657,0.5876260995864868,0.9918404817581177,0.9167889356613159,0.5718961954116821,0.9214588403701782
0.859,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7280195951461792,0.24633868038654327,0.7533064484596252,0.19124813377857208,0.7752999663352966,0.1927000880241394,0.7933934926986694,0.1946782022714615,0.7005756497383118,0.19073574244976044,0.684367299079895,0.19270941615104675,0.6681076288223267,0.19642682373523712,0.819481372833252,0.2190352827310562,0.6506312489509583,0.2253093123435974,0.7644219994544983,0.31685400009155273,0.7059156894683838,0.316152423620224,0.9524908065795898,0.5471376776695251,0.5711237192153931,0.5777227282524109,0.9902520179748535,0.9055220484733582,0.5712052583694458,0.9070322513580322
0.923,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.723004162311554,0.24224425852298737,0.7474262118339539,0.18921153247356415,0.7678856253623962,0.1895584762096405,0.7850998640060425,0.1903381496667862,0.6953557729721069,0.18894393742084503,0.6795409917831421,0.19090630114078522,0.6634726524353027,0.19379077851772308,0.8082946538925171,0.2132154256105423,0.646103024482727,0.2221333235502243,0.7585504055023193,0.3116163909435272,0.7004910111427307,0.31051522493362427,0.9462145566940308,0.5358954071998596,0.5703086256980896,0.5702028274536133,1.0428593158721924,0.8903652429580688,0.5683066248893738,0.899834930896759
0.986,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7181258797645569,0.24234789609909058,0.7408303022384644,0.18985937535762787,0.7603194713592529,0.18942219018936157,0.7769442796707153,0.18957504630088806,0.6913443207740784,0.18963804841041565,0.6750808954238892,0.19075845181941986,0.6596759557723999,0.19235092401504517,0.7985697984695435,0.20852431654930115,0.6405295729637146,0.21659789979457855,0.7525320649147034,0.30874666571617126,0.6958059072494507,0.30723661184310913,0.9344582557678223,0.5309156775474548,0.5690587162971497,0.5613541007041931,1.0291171073913574,0.8758771419525146,0.5616792440414429,0.8948442935943604
1.051,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7085881233215332,0.236467182636261,0.7313041687011719,0.18529745936393738,0.7493435144424438,0.18491211533546448,0.766281247138977,0.18484987318515778,0.684126615524292,0.18676187098026276,0.6679953336715698,0.1881839483976364,0.6538511514663696,0.18968357145786285,0.7879596948623657,0.2080574780702591,0.6358405947685242,0.21609677374362946,0.7409509420394897,0.3003475069999695,0.6867321133613586,0.2990063726902008,0.9228833317756653,0.5258667469024658,0.563484787940979,0.55568528175354,1.015838861465454,0.8422814607620239,0.5499955415725708,0.8920732736587524
1.115,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7013906836509705,0.233852356672287,0.7236506938934326,0.18194395303726196,0.7411434650421143,0.18189838528633118,0.757891058921814,0.1828562170267105,0.6781867742538452,0.18300676345825195,0.6624903678894043,0.18437545001506805,0.6485058069229126,0.18646997213363647,0.7807146310806274,0.2088971734046936,0.6296582818031311,0.21561232209205627,0.7333956956863403,0.29757753014564514,0.6790809035301208,0.29413241147994995,0.9117512702941895,0.5230305790901184,0.5529309511184692,0.5515462756156921,0.9802271127700806,0.8558881282806396,0.5369459986686707,0.8857928514480591
1.182,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9344991445541382,0.9073855876922607,0.8980759382247925,0.906984269618988,0.8669477701187134,0.9368127584457397,0.8569236993789673,0.9812928438186646,0.8584266304969788,1.0169486999511719,0.907791793346405,0.9355382919311523,0.8957292437553406,0.9832656383514404,0.8848055601119995,1.007079005241394,0.8761106133460999,1.0237821340560913,0.9357231259346008,0.9531811475753784,0.9232781529426575,1.002083420753479,0.9088496565818787,1.024843692779541,0.8983277082443237,1.0380085706710815,0.9530236124992371,0.9707237482070923,0.9429457187652588,1.0163344144821167,0.9287598729133606,1.0339593887329102,0.9188464879989624,1.0418787002563477,0.9620639085769653,0.9865449666976929,0.9574442505836487,1.0283255577087402,0.9470149278640747,1.0433138608932495,0.9391977787017822,1.0495418310165405,0.6966074705123901,0.24007605016231537,0.71613609790802,0.18794940412044525,0.731124758720398,0.18797747790813446,0.7465208768844604,0.18873946368694305,0.6753650307655334,0.188613161444664,0.6602665185928345,0.18971429765224457,0.6466264128684998,0.19192591309547424,0.7691090106964111,0.2134779989719391,0.6283822059631348,0.22047923505306244,0.7276238203048706,0.3018329441547394,0.6762716174125671,0.2994109094142914,0.8986538052558899,0.5166110396385193,0.5490581393241882,0.5481557250022888,0.9544345736503601,0.8296486735343933,0.5296069383621216,0.8828533291816711
1.259,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9189928770065308,0.9173663258552551,0.8875385522842407,0.9037750363349915,0.8611403703689575,0.9111352562904358,0.8536673784255981,0.9356151819229126,0.855451226234436,0.9635537266731262,0.901029646396637,0.8919151425361633,0.8924593925476074,0.9368320107460022,0.8795772790908813,0.9650552272796631,0.8691838383674622,0.9817999005317688,0.9291187524795532,0.9076560139656067,0.9137910008430481,0.9617185592651367,0.8944022059440613,0.986876368522644,0.8810038566589355,0.9954279661178589,0.9476742148399353,0.9294021129608154,0.9337424039840698,0.9808633327484131,0.9147903323173523,0.9990937113761902,0.9017072916030884,1.0027196407318115,0.9591739773750305,0.950568437576294,0.9523487091064453,0.995553731918335,0.9356075525283813,1.0100637674331665,0.9224368333816528,1.0122122764587402,0.6948729753494263,0.24294285476207733,0.7124522924423218,0.19155047833919525,0.7265395522117615,0.19162264466285706,0.7408457398414612,0.19233696162700653,0.6741668581962585,0.19199521839618683,0.6595441102981567,0.19285573065280914,0.6463839411735535,0.1946849375963211,0.7614637017250061,0.21648460626602173,0.6283628940582275,0.22130927443504333,0.7254849672317505,0.30316537618637085,0.6751167178153992,0.30147239565849304,0.888702392578125,0.5122848153114319,0.5475456714630127,0.5453763604164124,0.936133861541748,0.795995831489563,0.5268751978874207,0.8782777190208435
1.326,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.691872239112854,0.24383750557899475,0.7088034749031067,0.19362720847129822,0.7226002812385559,0.19376040995121002,0.7365545630455017,0.194365993142128,0.6719962358474731,0.1945076435804367,0.657572865486145,0.19529972970485687,0.6450461149215698,0.19671472907066345,0.7574079036712646,0.21841762959957123,0.6272541284561157,0.22408723831176758,0.7218024730682373,0.3020082712173462,0.6725143194198608,0.30117401480674744,0.8801701664924622,0.5114689469337463,0.5444002747535706,0.5462186336517334,0.9242578744888306,0.8118034601211548,0.5243357419967651,0.879170835018158
1.393,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6896283030509949,0.2449917197227478,0.7068432569503784,0.19510357081890106,0.7204561829566956,0.19525177776813507,0.7341645956039429,0.19578218460083008,0.6705366373062134,0.1959836184978485,0.6563974618911743,0.19664165377616882,0.6439632177352905,0.19757886230945587,0.7549495697021484,0.21940933167934418,0.6270414590835571,0.2262861430644989,0.7187206149101257,0.30136457085609436,0.6702427864074707,0.30102798342704773,0.8746243715286255,0.5123604536056519,0.5418867468833923,0.5454884171485901,0.9182028770446777,0.8247048854827881,0.5214475393295288,0.8763181567192078
1.463,gesture_0_left_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6868005990982056,0.24594688415527344,0.7043609023094177,0.19545769691467285,0.7180137038230896,0.19562754034996033,0.731643795967102,0.19604763388633728,0.6684942245483398,0.19692905247211456,0.6546655297279358,0.19860714673995972,0.6422376036643982,0.20090673863887787,0.7521877884864807,0.2215176522731781,0.6265804767608643,0.23230651021003723,0.7153042554855347,0.30136120319366455,0.6673544049263,0.30113449692726135,0.8687956929206848,0.5124841928482056,0.5404050350189209,0.5467122197151184,0.9199453592300415,0.8315717577934265,0.5200663208961487,0.875929594039917
