time,gesture,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56
0.625,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5115717053413391,0.3075188994407654,0.5449206233024597,0.2504132091999054,0.5658385157585144,0.2505864202976227,0.5846281051635742,0.2518109679222107,0.4902963638305664,0.24968835711479187,0.4756389558315277,0.24931663274765015,0.46176010370254517,0.2494959533214569,0.6150530576705933,0.27669110894203186,0.45739006996154785,0.273990273475647,0.5494676232337952,0.3769206404685974,0.48914289474487305,0.37596985697746277,0.7466853857040405,0.6449560523033142,0.3918100595474243,0.6024174094200134,0.8088030815124512,1.0272172689437866,0.3775259852409363,0.931106686592102
0.693,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5104168653488159,0.2832980155944824,0.5440634489059448,0.2307712435722351,0.5647483468055725,0.2315865308046341,0.5831061601638794,0.23256847262382507,0.49169397354125977,0.22766520082950592,0.4770504832267761,0.22641225159168243,0.4636102616786957,0.22610051929950714,0.613283097743988,0.25645706057548523,0.46027904748916626,0.2505212128162384,0.5476384162902832,0.3525362014770508,0.4884069561958313,0.3466864824295044,0.7438879013061523,0.6169050335884094,0.3913697600364685,0.5932445526123047,0.8074196577072144,0.9929962754249573,0.374009907245636,0.9289377927780151
0.753,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5102004408836365,0.2681427299976349,0.5432592034339905,0.2173519730567932,0.563661515712738,0.21781966090202332,0.5816102623939514,0.21818093955516815,0.4924961030483246,0.21517756581306458,0.47802481055259705,0.21422623097896576,0.4647678732872009,0.21423912048339844,0.6118733286857605,0.23884449899196625,0.4615013003349304,0.23860977590084076,0.54697585105896,0.33335018157958984,0.48904380202293396,0.32877805829048157,0.7423507571220398,0.5943408608436584,0.3899024724960327,0.5839492678642273,0.803483784198761,0.9508812427520752,0.3716481328010559,0.9265711903572083
0.8,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5117260217666626,0.25425252318382263,0.5445626974105835,0.20394612848758698,0.5640367269515991,0.2044486701488495,0.5812744498252869,0.2049909383058548,0.49500584602355957,0.20247693359851837,0.481318861246109,0.20199044048786163,0.4675057530403137,0.20264391601085663,0.6109029650688171,0.22794754803180695,0.4636131823062897,0.22918425500392914,0.5472734570503235,0.3187310993671417,0.490117609500885,0.31358325481414795,0.7397860288619995,0.5745357275009155,0.38864991068840027,0.5730041861534119,0.8006264567375183,0.9335681200027466,0.370208203792572,0.9195775985717773
0.84,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5126749277114868,0.2459629625082016,0.5450605750083923,0.19528412818908691,0.564243733882904,0.19632045924663544,0.5813673734664917,0.19799701869487762,0.49586406350135803,0.1927945762872696,0.482532262802124,0.1927245408296585,0.46831512451171875,0.19366981089115143,0.6103217601776123,0.22392870485782623,0.46368736028671265,0.22217914462089539,0.5477960705757141,0.3129245638847351,0.4906415343284607,0.30507367849349976,0.7382952570915222,0.5675212144851685,0.38756072521209717,0.5635983943939209,0.7957962155342102,0.9214261174201965,0.3682079017162323,0.9116659164428711
0.902,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5158035755157471,0.24927932024002075,0.5472971200942993,0.2018473744392395,0.5657965540885925,0.2032143622636795,0.5823590159416199,0.20472927391529083,0.4980241358280182,0.19783391058444977,0.4858793318271637,0.1967022567987442,0.4717596173286438,0.19662319123744965,0.6098544001579285,0.22691626846790314,0.46667733788490295,0.2196362167596817,0.5490291118621826,0.3151785731315613,0.49242734909057617,0.3057989180088043,0.7354532480239868,0.5520750284194946,0.3867693543434143,0.5520848631858826,0.7788844108581543,0.9214734435081482,0.35801756381988525,0.9026077389717102
0.968,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5160316824913025,0.24734574556350708,0.547054648399353,0.2012186348438263,0.565421998500824,0.20268221199512482,0.5819442868232727,0.2040862888097763,0.4985334277153015,0.1973085254430771,0.4868485927581787,0.1961144506931305,0.4727019667625427,0.1954447627067566,0.6097804307937622,0.2277580201625824,0.4669702649116516,0.21787963807582855,0.548640787601471,0.312688410282135,0.4928209185600281,0.30283716320991516,0.7280193567276001,0.5388208031654358,0.38654905557632446,0.5466108918190002,0.7693729400634766,0.8962260484695435,0.3460902273654938,0.8939155340194702
1.045,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.519734263420105,0.24937860667705536,0.5484342575073242,0.2027703821659088,0.5657814741134644,0.20432844758033752,0.5819880366325378,0.206454336643219,0.5012466907501221,0.19799990952014923,0.49005383253097534,0.19682376086711884,0.4777053892612457,0.19640645384788513,0.6096440553665161,0.23119451105594635,0.46973952651023865,0.2218589037656784,0.5504677295684814,0.3126210868358612,0.4957573413848877,0.3041495680809021,0.7215061783790588,0.5339435338973999,0.3866812586784363,0.5398207902908325,0.7599320411682129,0.8759345412254333,0.34195542335510254,0.881702184677124
1.106,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7063931226730347,0.9070262908935547,0.6730762124061584,0.901401162147522,0.6397648453712463,0.9172665476799011,0.6208484172821045,0.9501256942749023,0.6172907948493958,0.9805453419685364,0.6694054007530212,0.9069556593894958,0.6492091417312622,0.9334441423416138,0.637405514717102,0.9570894241333008,0.6290722489356995,0.9752336144447327,0.6940589547157288,0.9315539002418518,0.6712442636489868,0.9808894991874695,0.6557570695877075,1.0045156478881836,0.6476236581802368,1.0140748023986816,0.7112225294113159,0.9532766938209534,0.6896650791168213,1.002561092376709,0.6749639511108398,1.0211623907089233,0.6675767302513123,1.026455283164978,0.721716046333313,0.9693214297294617,0.7082003355026245,1.009787678718567,0.6964337825775146,1.0263597965240479,0.6892586946487427,1.0333389043807983,0.5220180153846741,0.25085628032684326,0.5490174889564514,0.20532213151454926,0.5656390190124512,0.20672938227653503,0.581785261631012,0.20837388932704926,0.5039140582084656,0.20188111066818237,0.49244362115859985,0.20089825987815857,0.48191556334495544,0.2005486786365509,0.6085194945335388,0.2323296070098877,0.472194105386734,0.22549477219581604,0.5514568090438843,0.31127795577049255,0.4985370635986328,0.30509576201438904,0.7165452241897583,0.5251407027244568,0.38677215576171875,0.5367153286933899,0.7593193650245667,0.846180260181427,0.3400779068470001,0.8770666718482971
1.171,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6985594034194946,0.9049278497695923,0.6696362495422363,0.8917260766029358,0.6444774270057678,0.8973300457000732,0.6304786801338196,0.9213293194770813,0.630217432975769,0.9480091333389282,0.679725170135498,0.8684255480766296,0.666051983833313,0.892557680606842,0.6546846032142639,0.9141706824302673,0.649017870426178,0.925848662853241,0.7022305130958557,0.8898424506187439,0.68150794506073,0.9385442137718201,0.6626123189926147,0.9618542790412903,0.6537651419639587,0.9669373631477356,0.7172228097915649,0.9122471213340759,0.6945547461509705,0.9630036354064941,0.675068199634552,0.9801025986671448,0.6651939153671265,0.9800552725791931,0.7255975604057312,0.932091236114502,0.7076802849769592,0.9723285436630249,0.6912692189216614,0.9857581853866577,0.6819521188735962,0.9857919216156006,0.5239514112472534,0.2532285749912262,0.549537181854248,0.2076144814491272,0.5655931234359741,0.2089858502149582,0.5816197991371155,0.2106158435344696,0.5061173439025879,0.2043255865573883,0.4945487976074219,0.20336106419563293,0.48493537306785583,0.20273694396018982,0.6075059175491333,0.23436516523361206,0.4747883677482605,0.22648581862449646,0.5522924661636353,0.31000661849975586,0.5000497102737427,0.3050330579280853,0.7102832794189453,0.5250490307807922,0.3878362476825714,0.5366727709770203,0.7587282657623291,0.8317569494247437,0.3404683768749237,0.8650148510932922
1.239,gesture_0_right_20250324-130111.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5294424295425415,0.2545013427734375,0.5519471168518066,0.20820841193199158,0.5671380758285522,0.20956207811832428,0.5822385549545288,0.211325004696846,0.5111373066902161,0.20500053465366364,0.499276727437973,0.20484526455402374,0.4894436001777649,0.2049434781074524,0.6073033213615417,0.23495100438594818,0.4786490797996521,0.2274772971868515,0.5555830597877502,0.30783161520957947,0.5040987730026245,0.3036256730556488,0.7074611783027649,0.525235652923584,0.38891199231147766,0.5363382697105408,0.7540319561958313,0.8410884141921997,0.3402943015098572,0.8510847687721252
1.321,gesture_0_right_20250324-130111.avi,0.3123573362827301,0.9174508452415466,0.332491934299469,0.9278265237808228,0.34410226345062256,0.9551320672035217,0.3390350341796875,0.9836922287940979,0.3245742917060852,0.9976673722267151,0.296957403421402,0.9446096420288086,0.2939070165157318,0.9925031065940857,0.3053809404373169,1.0110677480697632,0.31468456983566284,1.0166305303573608,0.28330326080322266,0.9547193646430969,0.2862730324268341,1.0037150382995605,0.2988389730453491,1.0104470252990723,0.30593690276145935,1.0037204027175903,0.2764904797077179,0.9648216962814331,0.2782862186431885,1.0099352598190308,0.28937408328056335,1.0102177858352661,0.29618412256240845,1.0000916719436646,0.27396926283836365,0.9757215976715088,0.27351927757263184,1.0130059719085693,0.28042110800743103,1.0157487392425537,0.28558140993118286,1.0088661909103394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5305021405220032,0.2545965313911438,0.5522520542144775,0.20956951379776,0.5670745372772217,0.2109074890613556,0.5821346640586853,0.21270687878131866,0.5128594636917114,0.206355020403862,0.5013336539268494,0.20587970316410065,0.49185290932655334,0.20577073097229004,0.6063364744186401,0.2364656925201416,0.48165836930274963,0.2284201979637146,0.5561633110046387,0.30506235361099243,0.5055747032165527,0.3018922805786133,0.7060351371765137,0.5233885645866394,0.39007335901260376,0.5333254337310791,0.7536104321479797,0.844412624835968,0.3406350612640381,0.8383824825286865
